Text	Label
Is the Paramyxovirus geneome segmented, negative-sense RNA?	[0 1 0 0]
Does the use of bDMARDs during pregnancy impact neonatal development?	[0 1 0 0]
Do exon 38 or 39 KMT2D missense variants cause Kabuki syndrome type 1 (KS1)?	[0 1 0 0]
Are super enhancers structurally insulated in chromatin loops?	[0 1 0 0]
Does an antiphlogistic promotes inflammation?	[0 1 0 0]
Is Eflornithine and Sulindac are effective for prevention of progression in Familial Adenomatous Polyposis?	[0 1 0 0]
Is isradipine effective for Parkinson's disease?	[0 1 0 0]
Does inactivation of CYLD help in colorectal cancer?	[0 1 0 0]
Is erabutoxin b usually found in plants?	[0 1 0 0]
Is HbA1c an ideal biomarker of well-controlled diabetes?	[0 1 0 0]
Is there a link between rare variants in PPARG and type 1 diabetes?	[0 1 0 0]
Is co-loss of BRCA2-RB1 associated with better prognosis for prostate cancer patients?	[0 1 0 0]
Does erenumab target the calcitonin gene-related peptide?	[0 1 0 0]
Should minocycline be used for mild Alzheimer disease?	[0 1 0 0]
Should nerinetide be used for treatment of ischaemic stroke?	[0 1 0 0]
Is eptinezumab a small molecule?	[0 1 0 0]
Is Lanabecestat effective for Alzheimer's disease?	[0 1 0 0]
Is SLIC-CAGE used for quantification of translation?	[0 1 0 0]
Does hypofractionated radiotherapy offers any benefit for DIPG?	[0 1 0 0]
Is acupotomy used to treat muscle stiffness?	[0 1 0 0]
Is Nanog repressed in pluripotent stem cells?	[0 1 0 0]
Are synonymous sites in primates and rodents functionally constrained?	[0 1 0 0]
Is vocimagene amiretrorepvec effective for glioblastoma?	[0 1 0 0]
Is atenolol metabolized by CYP2D6?	[0 1 0 0]
Does Curare function by stimulating the acetylcholine receptor?	[0 1 0 0]
Are enhancers directional in their targeting of gene promoters?	[0 1 0 0]
Should cerebrolysin be used for aneurysmal subarachnoid hemorrhage?	[0 1 0 0]
Is Tranexamic acid effective for intracerebral haemorrhage?	[0 1 0 0]
Is capmatinib effective for glioblastoma?	[0 1 0 0]
Can thiotepa be recommended for treatment of osteosarcoma?	[0 1 0 0]
List signaling molecules (ligands) that interact with the receptor EGFR?	[0 0 1 0]
Which miRNAs could be used as potential biomarkers for epithelial ovarian cancer?	[0 0 1 0]
Which acetylcholinesterase inhibitors are used for treatment of myasthenia gravis?	[0 0 1 0]
List the human genes encoding for the dishevelled proteins?	[0 0 1 0]
Which are the classes of anti-arrhythmic drugs according to Vaughan-Williams classification?	[0 0 1 0]
Which are the different isoforms of the mammalian Notch receptor?	[0 0 1 0]
Which are the major characteristics of cellular senescence?	[0 0 1 0]
Which are the Yamanaka factors?	[0 0 1 0]
Which currently known mitochondrial diseases have been attributed to POLG mutations?	[0 0 1 0]
Which proteins participate in the formation of the ryanodine receptor quaternary macromolecular complex?	[0 0 1 0]
List the endoscopic diagnoses that have been reported in children with autism	[0 0 1 0]
What are the main indications of lacosamide?	[0 0 1 0]
List Hemolytic Uremic Syndrome Triad.	[0 0 1 0]
What are the effects of depleting protein  km23-1 (DYNLRB1)  in a cell?	[0 0 1 0]
Which factors activate zygotic gene expression during the maternal-to-zygotic transition in zebrafish?	[0 0 1 0]
Which DNA sequences are more prone for the formation of R-loops?	[0 0 1 0]
which mutations of troponin C gene have been found to cause hypertrophic cardiomyopathy?	[0 0 1 0]
Which post-translational histone modifications are characteristic of constitutive heterochromatin?	[0 0 1 0]
Which interleukins are inhibited by Dupilumab?	[0 0 1 0]
Which human genes are more commonly related to craniosynostosis?	[0 0 1 0]
List side effects of SGLT2 inhibitors?	[0 0 1 0]
What is being measured with an accelerometer in back pain patients	[0 0 1 0]
List the releases of JASPAR database	[0 0 1 0]
List symptoms of the IFAP syndrome.	[0 0 1 0]
Which antibiotics target peptidoglycan biosynthesis?	[0 0 1 0]
List two common features of Tay syndrome.	[0 0 1 0]
Which cell types are known to be driving Rheumatoid Arthritis?	[0 0 1 0]
Which drugs are utilized to treat amiodarone-induced thyroitoxicosis?	[0 0 1 0]
Which are the genes thought to be regulated by EWS/FLI?	[0 0 1 0]
Which pathological conditions are caused by mutations in the CYLD gene?	[0 0 1 0]
Which are the common symptoms of Cushing's syndrome?	[0 0 1 0]
List genes that have been found mutated in CMT1A (Charcot-Marie-Tooth disease type 1 A).	[0 0 1 0]
Which viruses are best known to cause myocarditis?	[0 0 1 0]
Which genes have been associated with Cerebral Cavernous Malformation?	[0 0 1 0]
List symptoms of 4H leukodystrophy.	[0 0 1 0]
Which are the plant DNA (cytosine-5) methyltransferase families?	[0 0 1 0]
In which proteins is the chromodomain present?	[0 0 1 0]
Are there drugs for Tick-borne Encephalitis?	[0 0 1 0]
Which are the drugs utilized for the burning mouth syndrome?	[0 0 1 0]
Which mutations of phopspholamban have been found in patients with cardiomyopathy?	[0 0 1 0]
Which are the supplemental antioxidant in athletes?	[0 0 1 0]
List markers for autophagy.	[0 0 1 0]
Which syndromes are associated with mutations in the EZH2 gene?	[0 0 1 0]
Which databases exist for experimentally determined topologies of α-helical transmembrane proteins ?	[0 0 1 0]
Which are the roles of chromatin compartments in the eukaryotic nucleus?	[0 0 1 0]
What are the biological roles proposed for proteins containing the SPRY domain?	[0 0 1 0]
The protein NONO forms heterodimers. With which proteins?	[0 0 1 0]
List human proteins that are subject to a dimer-to-tetramer transition.	[0 0 1 0]
which mutations of phospholamban gene have been found to cause hypertrophic cardiomyopathy?	[0 0 1 0]
Abnormalities in which chromosomes were linked to the Moyamoya disease?	[0 0 1 0]
Which drugs are included in the FEC-75 regimen?	[0 0 1 0]
Between which probes does the recurrent translocation breakpoint on chromosome 22 of neuroepithelioma lie?	[0 0 1 0]
Which are the most widely used computational methods for the identification of CRMs (cis-regulatory modules)?	[0 0 1 0]
Which diseases is microRNA 132 (miR-132) implicated in?	[0 0 1 0]
Which are the human glutamate transporters?	[0 0 1 0]
List protein gel staining methods visualizing the entire protein set.	[0 0 1 0]
Synostosis of which cranial structures are characteristic to the Mercedes Benz syndrome?	[0 0 1 0]
Which signaling pathways have been associated with medulloblastoma formation and growth?	[0 0 1 0]
What are the symptoms of abacavir hypersensitivity?	[0 0 1 0]
Proteomic analyses have revealed proteins associated with the triple-negative breast cancers. List some proposed proteins.	[0 0 1 0]
Which are the major types of the motor speech disorder dysarthria?	[0 0 1 0]
Which histone modifications are associated with Polycomb group (PcG) proteins?	[0 0 1 0]
List phosphorylation consensus motifs for Casein Kinase 1 (CK1)?	[0 0 1 0]
What medication were compared in the ROCKET AF Trial?	[0 0 1 0]
List proteins of lipids droplets	[0 0 1 0]
What are the indications for treatment with anti-hepcidin?	[0 0 1 0]
List functions that are evaluated with the Full Outline of Unresponsiveness score?	[0 0 1 0]
For the constructions of which organs has 3D printing been tested?	[0 0 1 0]
List three major features of the CCFDN syndrome.	[0 0 1 0]
Which oncogenes are able to induce cellular senescence?	[0 0 1 0]
Which are the different proteins/isoforms encoded but the ASPH (aspartate beta-hydroxylase) gene in humans?	[0 0 1 0]
List processes which are under the control of the YAP protein.	[0 0 1 0]
List omics technologies comprised in system biology.	[0 0 1 0]
Which gene mutations are responsible for isolated Non-compaction cardiomyopathy?	[0 0 1 0]
What is the treatment of acute myocarditis?	[0 0 1 0]
List causative genes for autosomal recessive forms of monogenic Parkinson's disease	[0 0 1 0]
List symptoms of congenital toxoplasmosis triad.	[0 0 1 0]
Which cellular processes are regulated by Nanog?	[0 0 1 0]
Which mutations of alpha-myosin heavy chain gene are implicated in hypertrophic cardiomyopathy?	[0 0 1 0]
Which are the cardiac manifestations of Marfan syndrome?	[0 0 1 0]
What are the results of loss of the protein Lon1 in the plant Arabidopsis?	[0 0 1 0]
Which are the different members/isoforms of the Ras oncogenes?	[0 0 1 0]
What are the names of anti-CD52 monoclonal antibody that is used for treatment of multiple sclerosis patients?	[0 0 1 0]
Which brain structures have been investigated as potential targets for deep brain stimulation of patients suffering from major depression?	[0 0 1 0]
Which deiodinase polymorphisms are implicated in arterial hypertension?	[0 0 1 0]
Which transcription factors are involved in E-cadherin repression during EMT?	[0 0 1 0]
List human diseases involving genomic imprinting.	[0 0 1 0]
"What memory problems are reported in the "" Gulf war syndrome""?"	[0 0 1 0]
Which neuroendocrine tumors are associated with specific tumor syndromes?	[0 0 1 0]
List medication interfering with purine metabolism that are used for treatment of T-cell prolymphocytic leukemia?	[0 0 1 0]
List Genes associated with adolescent idiopathic scoliosis	[0 0 1 0]
List the off-label use of SSRIs	[0 0 1 0]
List receptors of the drug Cilengitide	[0 0 1 0]
Which genes are more frequently affected by somatic mutations in Chronic Lymphocytic Leukemia	[0 0 1 0]
List chromosomes that have been linked to Arnold Chiari syndrome in the literature.	[0 0 1 0]
List symptoms of Meigs' Syndrome.	[0 0 1 0]
Which medical diagnostic tests are used to test kidney function?	[0 0 1 0]
Which are the main causes of fetal echogenic bowel?	[0 0 1 0]
What are the advantages of the top down mass spectrometric analysis of histones?	[0 0 1 0]
List the main proteases used for sample digestion in proteomics.	[0 0 1 0]
Which proteins act as factors that promote transcription-coupled repair in bacteria?	[0 0 1 0]
Which genes are affected in ROMANO-WARD syndrome?	[0 0 1 0]
What are the major clinical Villefranche criteria for classic Ehlers-Danlos syndrome?	[0 0 1 0]
What is the treatment of neuropathic pain in children?	[0 0 1 0]
Which deiodinases are present in skeletal  muscle?	[0 0 1 0]
Which genes are involved in patient response to warfarin?	[0 0 1 0]
List sodium glucose co-transporter-2 (SGLT2) inhibitors that have been FDA approved for type 2 diabetes mellitus treatment.	[0 0 1 0]
For the treatment of which conditions can atypical neuroleptic drugs be used?	[0 0 1 0]
Which are the characteristics of  Andersen syndrome?	[0 0 1 0]
Mutations in which gene and which protein are associated with Netherton syndrome?	[0 0 1 0]
Which proteins participate in the formation of the Notch transcriptional activation complex?	[0 0 1 0]
Which are the main methods for pharmacophore modelling?	[0 0 1 0]
Which are the inhibitors of histone methyltransferases?	[0 0 1 0]
Which genes are regulated by MEF-2 in the heart?	[0 0 1 0]
Which are the newly identified DNA nucleases that can be used to treat thalassemia?	[0 0 1 0]
List inflammatory caspase proteins?	[0 0 1 0]
List invertebrates where ultraconserved elements have been identified.	[0 0 1 0]
List two chemotherapeutic agents that are used for treatment of Subependymal Giant Cell Astrocytoma	[0 0 1 0]
List available databases containing information about conserved noncoding elements.	[0 0 1 0]
What are the effects of ILK ablation?	[0 0 1 0]
Which receptors are bound by Tasimelteon?	[0 0 1 0]
Which RNA polymerase is used for the replication of viroids?	[0 0 1 0]
List Parkin binding partners	[0 0 1 0]
What are the mobile applications fields of use for patients ?	[0 0 1 0]
Which are the genes responsible for Dyskeratosis Congenita?	[0 0 1 0]
Name five programs for transcript quantification from RNASeq experiments	[0 0 1 0]
List variants of the MC1R gene.	[0 0 1 0]
Which phenotypes are associated with heterozygous mutations of the BSCL2 gene?	[0 0 1 0]
The CXCR2 receptor is targeted in cancer. Name five antagonists.	[0 0 1 0]
Which diseases are caused by mutations in Calsequestrin 2 (CASQ2) gene?	[0 0 1 0]
In which diseases have electronic patient diaries been applied ?	[0 0 1 0]
Which are the Atg8 homologs in human?	[0 0 1 0]
List all clinical trials of the polypill.	[0 0 1 0]
Which are the mammalian orthologs of Drosophila Yki?	[0 0 1 0]
Which myosin isozymes are located within the pericuticular necklace of the hair cell?	[0 0 1 0]
Which proteins cause cytoplasmic sequestration of NF-kB?	[0 0 1 0]
Tumor-treating fields are effective for treatment of which cancers?	[0 0 1 0]
List angiocrine factors	[0 0 1 0]
List the components of a Replisome Progression Complex (RPC).	[0 0 1 0]
Which CDK targets control cytokinesis?	[0 0 1 0]
In what type(s) of plant organelles we can detect prolamellar bodies?	[0 0 1 0]
What do mepolizumab and reslizumab have in common?	[0 0 1 0]
Which genes are associated with autosomal dominant Charcot-Marie-Tooth?	[0 0 1 0]
Which transcription factors (TFs) participate in the formation of the interferon-beta (IFN-b) enhanceosome?	[0 0 1 0]
List packages for transcription factor binding sites' (TFBS) analysis available in R/Bioconductor	[0 0 1 0]
List all reported treatment options for anxiety in autism spectrum disorder.	[0 0 1 0]
List adenosine A2A receptor antagonists that are used for Parkinson's disease treatment.	[0 0 1 0]
Which are the clinical characteristics of TSC?	[0 0 1 0]
List fish anti-freeze proteins.	[0 0 1 0]
Name the major classes of small  non coding RNAs in mammalians?	[0 0 1 0]
List the components of mTOR Complex 2 (mTORC2).	[0 0 1 0]
Which are the mains risk factors of metabolic syndrome?	[0 0 1 0]
Which multiple kinase inhibitors are used in cancer therapy?	[0 0 1 0]
List types of avoided words in bacterial genomes	[0 0 1 0]
Which gene(s) should be genotyped in order to prescribe the drug Cetuximab (anti-EGFR)?	[0 0 1 0]
Which micro-RNAs have been associated in the pathogenesis of Rheumatoid Arthritis?	[0 0 1 0]
Which are the enzymes involved in the addition of 7-methylguanosine in mRNA?	[0 0 1 0]
Which proteins are involved in actin bundling and filopodia formation and function?	[0 0 1 0]
List clinical trials for prevention of sarcopenia	[0 0 1 0]
List symptoms of Hakim Triad.	[0 0 1 0]
What kind of bonds are connecting keratin molecules?	[0 0 1 0]
Which genes have been proposed as potential candidates for gene therapy of heart failure?	[0 0 1 0]
Which genes have been found to be associated with restless leg syndrome	[0 0 1 0]
What are the side effects of Nalmefene?	[0 0 1 0]
Which are the most common methods for gene prioritization analysis?	[0 0 1 0]
Which are the major phycobiliproteins present in cyanobacteria?	[0 0 1 0]
What is the inheritance pattern of Emery-Dreifuss muscular dystrophy? 	[0 0 1 0]
Which genes are regulated by TRalpha2  in the heart?	[0 0 1 0]
List available methods for transmembrane protein topology prediction.	[0 0 1 0]
List available genetic multicolor cell labeling techiniques in Drosophila	[0 0 1 0]
Which growth factors are known to be involved in the induction of EMT?	[0 0 1 0]
Which histone modification discriminates between active and poised enhancers?	[0 0 1 0]
What are the properties of super-enhancers?	[0 0 1 0]
Which are the cardiac effects of thyronamines?	[0 0 1 0]
Matuzumab has been tested for treatment of which cancers?	[0 0 1 0]
Which are the synonyms of prostate-specific antigen?	[0 0 1 0]
List available biomedical question answering systems.	[0 0 1 0]
Which dediodinases are present in kidney?	[0 0 1 0]
List common symptoms of patients with the DOORS syndrome.	[0 0 1 0]
Which genes does thyroid hormone receptor beta1 regulate in the liver?	[0 0 1 0]
Which disease phenotypes are associated to PRPS1 mutations?	[0 0 1 0]
Which kinases does baricitinib inhibit?	[0 0 1 0]
Magnetic beads has been used in numerous applications. List some coatings used.	[0 0 1 0]
Tumors of which three organs are classically associated with the multiple endocrine neoplasia type 1 syndrome?	[0 0 1 0]
Which are the different homologs or family members of the hedgehog proteins in mammals?	[0 0 1 0]
Which scales are recommended by the American Heart Association for depression screening in cardiovascular patients? 	[0 0 1 0]
Which proteins act as histone-like molecules in prokaryotes?	[0 0 1 0]
Which trinucleotide repeat disorders are affecting the nervous system?	[0 0 1 0]
Which are the cellular targets of imatinib mesylate?	[0 0 1 0]
Which are the clinical characteristics of Tuberous Sclerosis?	[0 0 1 0]
List drugs included in the DHAP-R chemotherapy regiment.	[0 0 1 0]
Which are the most common symptoms in Lambert-Eaton Myasthenic Syndrome?	[0 0 1 0]
